Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[145]    0.0    0.00    0.00    5412         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::operator--() [145]
-----------------------------------------------
                0.00    0.00      10/5349        __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}) [540]
                0.00    0.00      10/5349        __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Iter_comp_iter(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}) [537]
                0.00    0.00      30/5349        __gnu_cxx::__ops::_Iter_comp_val<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [414]
                0.00    0.00    5299/5349        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [160]
[146]    0.0    0.00    0.00    5349         std::remove_reference<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>::type&& std::move<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&) [146]
-----------------------------------------------
                0.00    0.00    5343/5343        peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long, int, int) [518]
[147]    0.0    0.00    0.00    5343         bool __gnu_cxx::operator!=<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >(__gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&, __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&) [147]
                0.00    0.00   10686/10726       __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::base() const [79]
-----------------------------------------------
                0.00    0.00    5333/5333        void std::allocator_traits<std::allocator<EdgeButterfly> >::construct<EdgeButterfly, EdgeButterfly>(std::allocator<EdgeButterfly>&, EdgeButterfly*, EdgeButterfly&&) [152]
[148]    0.0    0.00    0.00    5333         void __gnu_cxx::new_allocator<EdgeButterfly>::construct<EdgeButterfly, EdgeButterfly>(EdgeButterfly*, EdgeButterfly&&) [148]
                0.00    0.00    5333/16102       EdgeButterfly&& std::forward<EdgeButterfly>(std::remove_reference<EdgeButterfly>::type&) [61]
                0.00    0.00    5333/44367       operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00    5333/5333        void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [153]
[149]    0.0    0.00    0.00    5333         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [149]
                0.00    0.00   10666/48796       int& std::forward<int&>(std::remove_reference<int&>::type&) [32]
                0.00    0.00    5333/44367       operator new(unsigned long, void*) [34]
                0.00    0.00    5333/5333        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [154]
-----------------------------------------------
                0.00    0.00    5333/5333        peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long, int, int) [518]
[150]    0.0    0.00    0.00    5333         __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator++() [150]
-----------------------------------------------
                0.00    0.00    5333/5333        peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long, int, int) [518]
[151]    0.0    0.00    0.00    5333         __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [151]
-----------------------------------------------
                0.00    0.00     103/5333        void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
                0.00    0.00    5230/5333        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [155]
[152]    0.0    0.00    0.00    5333         void std::allocator_traits<std::allocator<EdgeButterfly> >::construct<EdgeButterfly, EdgeButterfly>(std::allocator<EdgeButterfly>&, EdgeButterfly*, EdgeButterfly&&) [152]
                0.00    0.00    5333/16102       EdgeButterfly&& std::forward<EdgeButterfly>(std::remove_reference<EdgeButterfly>::type&) [61]
                0.00    0.00    5333/5333        void __gnu_cxx::new_allocator<EdgeButterfly>::construct<EdgeButterfly, EdgeButterfly>(EdgeButterfly*, EdgeButterfly&&) [148]
-----------------------------------------------
                0.00    0.00    2267/5333        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [158]
                0.00    0.00    3066/5333        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [177]
[153]    0.0    0.00    0.00    5333         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [153]
                0.00    0.00   10666/48796       int& std::forward<int&>(std::remove_reference<int&>::type&) [32]
                0.00    0.00    5333/5333        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [149]
-----------------------------------------------
                0.00    0.00    5333/5333        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [149]
[154]    0.0    0.00    0.00    5333         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [154]
                0.00    0.00   10666/48796       int& std::forward<int&>(std::remove_reference<int&>::type&) [32]
-----------------------------------------------
                0.00    0.00    5333/5333        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::push_back(EdgeButterfly&&) [157]
[155]    0.0    0.00    0.00    5333         EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [155]
                0.00    0.00    5333/16102       EdgeButterfly&& std::forward<EdgeButterfly>(std::remove_reference<EdgeButterfly>::type&) [61]
                0.00    0.00    5333/5333        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::back() [156]
                0.00    0.00    5230/5333        void std::allocator_traits<std::allocator<EdgeButterfly> >::construct<EdgeButterfly, EdgeButterfly>(std::allocator<EdgeButterfly>&, EdgeButterfly*, EdgeButterfly&&) [152]
                0.00    0.00     103/5496        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::end() [144]
                0.00    0.00     103/103         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
-----------------------------------------------
                0.00    0.00    5333/5333        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [155]
[156]    0.0    0.00    0.00    5333         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::back() [156]
                0.00    0.00    5333/5496        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::end() [144]
                0.00    0.00    5333/5869        __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator-(long) const [140]
                0.00    0.00    5333/190992      __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [10]
-----------------------------------------------
                0.00    0.00    2664/5333        main [6]
                0.00    0.00    2669/5333        count_butterflies(BipartiteGraph const&, LocalGraph const&, int) [521]
[157]    0.0    0.00    0.00    5333         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::push_back(EdgeButterfly&&) [157]
                0.00    0.00    5333/49343       std::remove_reference<EdgeButterfly&>::type&& std::move<EdgeButterfly&>(EdgeButterfly&) [30]
                0.00    0.00    5333/5333        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [155]
-----------------------------------------------
                0.00    0.00    5333/5333        preprocess_graph(BipartiteGraph&) [520]
[158]    0.0    0.00    0.00    5333         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [158]
                0.00    0.00   10666/48796       int& std::forward<int&>(std::remove_reference<int&>::type&) [32]
                0.00    0.00    5333/5558        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [143]
                0.00    0.00    3066/16559       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [60]
                0.00    0.00    3066/3066        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [177]
                0.00    0.00    2267/5333        void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [153]
-----------------------------------------------
                0.00    0.00      30/5329        void std::__adjust_heap<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, long, EdgeButterfly, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, long, long, EdgeButterfly, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [450]
                0.00    0.00    5299/5329        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [161]
[159]    0.0    0.00    0.00    5329         std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&) [159]
-----------------------------------------------
                0.00    0.00    5299/5299        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [161]
[160]    0.0    0.00    0.00    5299         __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [160]
                0.00    0.00    5299/5349        std::remove_reference<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>::type&& std::move<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&) [146]
-----------------------------------------------
                0.00    0.00     126/5299        void std::__insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [641]
                0.00    0.00    5173/5299        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [668]
[161]    0.0    0.00    0.00    5299         __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [161]
                0.00    0.00    5299/5329        std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&) [159]
                0.00    0.00    5299/5299        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [160]
-----------------------------------------------
                0.00    0.00     126/5299        void std::__insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [641]
                0.00    0.00    5173/5299        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [668]
[162]    0.0    0.00    0.00    5299         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [162]
                0.00    0.00   38708/190992      __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [10]
                0.00    0.00   24653/49343       std::remove_reference<EdgeButterfly&>::type&& std::move<EdgeButterfly&>(EdgeButterfly&) [30]
                0.00    0.00   19354/35952       __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator--() [37]
                0.00    0.00   19354/19354       bool __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::operator()<EdgeButterfly, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(EdgeButterfly&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >) [46]
-----------------------------------------------
                0.00    0.00     150/4914        void std::__insertion_sort<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [640]
                0.00    0.00    1120/4914        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [667]
                0.00    0.00    1280/4914        partition_graph(BipartiteGraph const&, int, int) [519]
                0.00    0.00    2364/4914        __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [335]
[163]    0.0    0.00    0.00    4914         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::operator++() [163]
-----------------------------------------------
                0.00    0.00     136/4662        void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [642]
                0.00    0.00     417/4662        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [670]
                0.00    0.00     957/4662        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [669]
                0.00    0.00    3152/4662        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [250]
[164]    0.0    0.00    0.00    4662         __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [164]
-----------------------------------------------
                0.00    0.00      42/4398        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int const&, int const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int const&, int const&) [389]
                0.00    0.00    1290/4398        std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base() [215]
                0.00    0.00    3066/4398        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [177]
[165]    0.0    0.00    0.00    4398         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [165]
                0.00    0.00    3108/3108        std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long) [175]
-----------------------------------------------
                0.00    0.00     957/4109        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [669]
                0.00    0.00    3152/4109        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [250]
[166]    0.0    0.00    0.00    4109         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter) [166]
                0.00    0.00   14880/184411      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [11]
                0.00    0.00   11549/18463       std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [55]
                0.00    0.00    7440/9842        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator--() [80]
                0.00    0.00    7440/8168        std::pair<int, int>::operator=(std::pair<int, int>&&) [102]
                0.00    0.00    7440/7440        bool __gnu_cxx::__ops::_Val_less_iter::operator()<std::pair<int, int>, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(std::pair<int, int>&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) const [107]
-----------------------------------------------
                0.00    0.00     813/4053        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [267]
                0.00    0.00     960/4053        void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, unsigned long) [261]
                0.00    0.00    1000/4053        std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [256]
                0.00    0.00    1280/4053        void std::vector<int, std::allocator<int> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::__false_type) [225]
[167]    0.0    0.00    0.00    4053         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [167]
-----------------------------------------------
                0.00    0.00    1920/4044        std::move_iterator<int*> std::make_move_iterator<int*>(int*) [196]
                0.00    0.00    2124/4044        std::move_iterator<int*>::move_iterator(int*) [187]
